sampleNo,locateID,bed,Loc,Facies,TypeDep,TypeClast,TypeLoc,TYPELocClast,TypeFac,psilevel,scale,area,mm^2,mm,PSI,Chain,efd1,efd2,efd3,efd4,efd5,efd6,efd7,efd8,efd9,efd10,efd11,efd12,efd13,efd14,efd15,efd16,efd17,efd18,efd19,efd20,efd21,efd22,efd23,efd24,efd25,efd26,efd27,efd28,efd29,efd30,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
O7A_6_03_8,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,1778,11.44013206,3.81654667675,1.93226783574,223,0.5319714540847110,-6.551878718779250000,-5.235582055209140000,-8.668325039152140000,-7.040080739448200000,-10.215729085497900000,-8.506773323784570000,-10.706471443100200000,-9.804848946865320000,-11.894607152543300000,-10.621896239262500000,-11.686637188559400000,-12.004240004688200000,-12.847986946219700000,-12.215797346865900000,-12.859835053332600000,-13.381412441691300000,-13.815203660571400000,-12.861058875732600000,-13.178593916989700000,-13.983946911600000000,-13.556491373668800000,-13.928749761512800000,-13.783842234224500000,-14.704080295077500000,-15.014815947562800000,-14.541458651158800000,-13.566415044356200000,-16.245705965157700000,-15.149462401877700000,0.510196853330313,-1.24352350921914,0.119428513723389,-0.0614771986016764,-0.344509371680335,0.258462427266332,0.112400005643113,-0.413698937465423,0.0662684430750847,-0.0495206978722814,0.180160397391591,0.145840386113651,-0.0621327988711684,0.0550307146187573,0.521169789140319
O7A_6_03_9,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,1132,7.283593640000000,3.04528478968,1.60657715274,157,0.5443872919382050,-7.154521871249550000,-4.796075860722900000,-8.331324836628120000,-7.462969456214700000,-10.484326137225000000,-9.491832057166050000,-10.826969208444100000,-11.085746964351300000,-11.477299982065900000,-11.692222990775100000,-12.202799225050100000,-13.744568779604800000,-11.793984107805000000,-12.864644726364200000,-13.487387412540700000,-14.757500303816700000,-13.759199884477000000,-15.793309092604900000,-13.844028156332600000,-12.984737292297600000,-13.846810637662100000,-16.264732522828800000,-15.917391878930200000,-15.812294563662700000,-13.911910333090600000,-13.028775425101500000,-15.165788097582600000,-16.160301344471100000,-15.810523137173600000,-0.775109055886111,-0.0124185545507883,1.51308026798312,0.7623975136927,-0.268262132076977,0.498687120151199,-0.110053689696189,0.376943033968993,0.371360716046784,-0.398707658869026,-0.104846775152145,0.85215895456327,0.271562465956745,0.432993531236203,0.233630633792841
O7A_6_03_10,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,583,3.7511794100000000,2.18544045085,1.12792406793,111,0.5477737665531850,-7.291651504771060000,-5.110361980719020000,-10.693465961996300000,-7.233857773845590000,-11.291849446507900000,-9.093158810598580000,-10.963949137496000000,-10.047844057196300000,-12.318196001935900000,-10.556120852019200000,-15.126279838207700000,-12.204899506487400000,-14.366592414264100000,-12.152680506435500000,-12.762166125118400000,-13.089668834242300000,-13.124534987265900000,-12.669632304000800000,-13.391414777000000000,-13.874279537850100000,-12.228608999638100000,-12.193384310912500000,-12.533770137082100000,-12.194837655411200000,-12.388141245957700000,-12.649055877678600000,-13.223546357987200000,-13.903632231539500000,-13.571901480500900000,-1.7176064193507,-2.29191126588699,-0.362485306396157,-0.42226056533648,0.33751131144355,-0.511503711496743,-0.268340337151741,-0.553882348231125,-0.247836108761666,0.888096320500865,-0.431471102932022,1.18372457322995,0.237454631105416,0.11999625191759,-0.498349984552678
O7A_6_03_11,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.00643,2678,17.23097506,4.68392558019,2.22771815399,239,0.5505241491864510,-8.160679019872660000,-5.126727328698130000,-8.903816499546500000,-7.527306067265040000,-10.966711578422800000,-9.635250107112310000,-10.793423161192500000,-10.026778939889300000,-11.117416641460600000,-11.459156458614400000,-11.690373523325300000,-12.228504059485500000,-13.114283626802100000,-13.149727921887900000,-13.991512306846300000,-14.104720186706800000,-14.685415901965900000,-13.836269580184200000,-14.562946707361300000,-14.160603021583200000,-13.918861637628300000,-13.627681366412500000,-15.515716729810900000,-14.867568938921400000,-16.628734148863800000,-15.876908212383700000,-15.700991925544400000,-16.028227891490300000,-14.238925900758100000,-0.70530812825099,-0.690963872822428,0.438917387247588,0.98258596209724,-0.583328211676488,-0.259077683931234,0.124533317069282,-0.0424891350970496,0.350420676249611,0.230543595837628,0.85569546836998,-0.0616825265293356,0.240566143051794,0.0742201532603083,-0.107757405578736
O7A_6_03_12,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,828,5.32757556,2.60447305238,1.38099151008,143,0.5346662597341380,-6.858721740689290000,-5.092188008679750000,-8.934692163501210000,-7.279048752256030000,-10.297097913199000000,-9.010383964214120000,-10.797486454869300000,-9.527444809928250000,-11.563687265205100000,-11.204790692387000000,-13.651009587407100000,-11.227326482771000000,-12.003961978015000000,-12.225196751534400000,-12.227467467195000000,-12.989432715729800000,-13.405628700698800000,-12.297617788772700000,-14.194701221509700000,-14.425411265590200000,-14.245983700854100000,-15.021233590166300000,-13.844419190373600000,-13.316391277287300000,-17.075432058470900000,-17.147472733885600000,-14.195592929925000000,-13.230510334729800000,-14.634564498464200000,0.149622441326523,-1.3932382095926,-0.0705488513038907,0.200619615352282,0.225100433972881,0.108970722879322,0.0618417272061778,-0.0523244192510118,0.25964223074159,-0.024409188914627,-0.279697464133522,0.546452311102577,0.00540264712899693,-0.649618702764666,-0.95538401141866
O7A_6_03_13,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,695,4.47181765,2.38614648939,1.25468261513,177,0.5095552773636320,-10.902912342684700000,-5.172936827640220000,-9.719613884193440000,-7.338252260255990000,-10.742147968855500000,-8.504340691891120000,-10.828586479677700000,-9.801056596570170000,-12.492350887517100000,-10.554413956634500000,-12.622690807228300000,-11.374995149991700000,-13.343931167195200000,-11.710873951876200000,-12.744429082921000000,-12.956207323821600000,-13.053468218966200000,-12.823608703735000000,-12.610647948600000000,-13.741257652958400000,-14.068434034313500000,-13.535744392985400000,-14.314295719551400000,-13.956163564893900000,-15.024378756547700000,-13.239818652404300000,-15.235694122630200000,-13.129168333142500000,-14.281810555955500000,-0.679483947041043,-2.7470044478447,-0.778264370176851,1.37517581076157,-0.853545394300847,-1.29713147775197,-0.0895357444739993,0.192538441522713,0.0111028808289836,-0.521163644964162,0.0368845956690386,0.315657481501245,0.15787004334832,-0.258298518846379,0.432961138732329
O7A_6_03_14,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.00643,1982,12.752723140000000,4.02954977695,2.01061865492,229,0.5296134538711620,-10.143116472944200000,-5.161938812008930000,-11.653564443388000000,-7.425923809781390000,-11.922712102000700000,-8.950249382315200000,-10.640349062403100000,-9.986255288434090000,-12.292429202714900000,-10.697728280009800000,-13.699360304161600000,-11.473675983242400000,-13.569079231366200000,-12.302382258417600000,-14.379433485973900000,-12.333296890308000000,-15.998549461860000000,-13.263256219052100000,-14.489357387599700000,-12.983966410287800000,-15.993070002506900000,-12.949638908737600000,-14.600677757197200000,-14.554732019360700000,-14.242638673826900000,-14.430202168011600000,-15.834762393110100000,-14.037311091724500000,-16.716546086883900000,-1.7034386955356,-2.92498647575476,-0.695001665686996,1.46621918329133,-0.636476141606557,-0.846477245225485,-0.0830492305192958,-0.165223312268703,-0.255393415810107,0.805634047705107,-0.228589644609717,0.620682254135945,0.453434498110252,-0.379252541689406,-0.13825066404792
O7A_6_03_15,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.00643,2287,14.71517549,4.3285035915,2.11386835653,350,0.5068629879377840,-8.211055701441850000,-5.128440876097220000,-9.263882948002520000,-7.123179151567720000,-9.326903747701910000,-8.258736384174120000,-11.953831988422800000,-9.496866613121970000,-14.498705388695800000,-10.438193101220500000,-13.852179619620400000,-11.298337080333000000,-14.072246857450200000,-11.832405946319100000,-13.176241314919700000,-12.777537853922700000,-15.444756031894700000,-13.347344181655300000,-15.097769284654600000,-14.088444653855600000,-13.791318304708300000,-14.940170558148500000,-15.155334543719900000,-14.258421601948600000,-17.373466371328100000,-13.820547733185900000,-15.136818266160900000,-15.000444715234300000,-14.738180916212800000,-0.885420357652597,-2.86696470382827,-0.801768188713965,-0.849809173968208,0.277382246308393,-0.908296664804491,0.15640632860656,0.094476442895218,0.19542954364668,-0.690699761512606,-0.750624632603654,0.0194642927203306,-0.75897501898672,-0.481912223349457,0.629248390549976
O7A_6_03_16,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,810,5.2117587,2.57600801133,1.36513708021,113,0.5758603755508550,-6.343883914842720000,-4.816500631297260000,-8.437627304531280000,-7.381314027177320000,-9.788478788493680000,-10.111435663840600000,-10.471470699991400000,-11.100285112901900000,-11.752574561807400000,-11.982467243891400000,-13.195725739107500000,-13.110259635054600000,-13.161080276046300000,-13.875925966922200000,-14.305232777709900000,-12.658208003939400000,-13.409585329996500000,-12.503331694350800000,-13.980017351835600000,-13.868043425958800000,-12.869324492833700000,-12.627970691438700000,-14.166272048259200000,-13.994256910100900000,-12.721830280185400000,-13.065980626335300000,-14.403755299991500000,-14.444553847896900000,-14.077146651396300000,-1.37700222849495,0.427119866907468,1.5471693993782,-0.21022737484187,0.1423193048181,-0.272313242018932,-0.263737151730224,0.0157136736315538,0.490074972931388,0.326904453239081,-0.226547688336956,0.299704852714164,0.173658062571993,-0.0375496427675425,-0.246701778442546
O7A_6_03_17,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__2,0.00643,4135,26.60570645,5.82026095358,2.54108383836,244,0.6318034008539210,-7.205760883171380000,-5.192763340157740000,-8.105069252539980000,-8.863329956649140000,-8.281306098291660000,-10.105178461420800000,-9.026011074522770000,-11.353276388149500000,-10.268215890797800000,-11.239211787730600000,-11.489969868643300000,-11.743091415287400000,-11.438706269405600000,-13.949328798866100000,-12.982419127234100000,-13.180435851396400000,-14.073594023269400000,-14.836165917548300000,-14.503754457198700000,-15.451638887469200000,-15.881479809324400000,-14.657567860885000000,-14.190469359382700000,-15.281646473865600000,-15.065941238966700000,-14.438137140642000000,-14.792346218936400000,-16.387366540020700000,-16.100740067892000000,0.301644967475194,2.05756403888707,0.494606948191973,1.64493283703543,0.217520643919308,-0.926276226523171,0.745163025157208,0.101554594297024,0.154675274823034,0.224038520123298,-0.685075139908148,-0.429171156135991,0.714613683168888,-0.255334934715819,-0.187489453120835
O7A_6_03_18,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,1480,9.5227196,3.48205444646,1.79993876158,205,0.5266011943501720,-7.447628619122500000,-5.083889950168210000,-8.398819260630310000,-7.639695807958460000,-9.526910080761500000,-9.146098411794510000,-10.819569011743100000,-10.221427646677900000,-11.383048172856000000,-11.220490307505300000,-11.149128100684800000,-12.091927695133400000,-12.105313493960800000,-12.081280339812500000,-12.329247862085600000,-13.940234859313000000,-13.511228171255200000,-13.203598450266400000,-13.620959136191100000,-13.504844813226500000,-13.545432361935100000,-13.909300188624000000,-13.919493797634500000,-14.316761657410900000,-14.890926885288400000,-14.652353058246400000,-14.250148423897000000,-15.655380765159500000,-14.552223569938700000,0.446361033992943,-0.485705174569351,0.422811357553707,1.05373036063242,-0.0651532743004525,-0.0153294344282703,0.149049893663811,0.0470458243282138,0.134382990200639,-0.533285582013506,0.199293243437439,-0.013767461300052,-0.30356746799528,0.120253439868234,0.363037136337611
O7A_6_03_19,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,1223,7.86911221,3.16532223442,1.66235237559,215,0.5135157712488990,-6.790809400238990000,-5.037193723345390000,-8.548998825764400000,-7.076110461712060000,-10.760626226228400000,-8.583094876217240000,-11.704178569454500000,-9.962876740770240000,-11.765269563636100000,-11.207311795144700000,-12.381025991930000000,-11.276428517676000000,-12.062236645686100000,-12.049287745639600000,-13.076815105846200000,-13.675782138493400000,-13.455115989150500000,-12.733993551929100000,-14.549525425867300000,-16.155388586777100000,-14.387877317097200000,-13.324321030159800000,-12.500849045326700000,-15.628258295111300000,-14.732280826788900000,-14.876380696705100000,-14.179712260011200000,-14.589971594855400000,-14.242063830120600000,0.276728215830258,-1.66539014555733,0.143520927860476,0.272110474836202,0.0582730518969032,0.737939542546731,-0.153135374920877,-0.0000751842270305357,0.122097232651126,-0.553286692385335,0.0786950088596093,-0.0751105227594598,0.105146785330363,-0.269804858249781,-0.32492754943679
O7A_6_03_20,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,1143,7.35437061,3.06004501393,1.61355287543,147,0.538744733591245,-7.974824956681790000,-4.862064727661390000,-8.342306845271610000,-6.947361920201230000,-11.520313823817400000,-9.143721384171480000,-12.125720816023200000,-10.387634846555600000,-12.542364156436000000,-12.942941536454000000,-12.525194797443900000,-13.992795550669200000,-12.770539380012900000,-14.808646130096100000,-14.713754246814300000,-14.875637308336300000,-14.230550686046500000,-14.256519792498500000,-14.456668596163400000,-14.597315349269800000,-14.588832981031100000,-15.231182916719500000,-13.956460603033800000,-16.026249164244500000,-15.362059703671700000,-14.773184007535700000,-15.858006541726400000,-15.782244455167800000,-14.814955862147100000,-2.35603755577613,-0.684087596938119,1.9224143895835,-0.163909169757263,-1.4921864005711,0.733535531716996,0.284171095774004,0.720808520427896,0.629816314211188,-0.510398566300288,0.555219481117664,0.0908101559880448,0.10262471746854,-0.190484701234829,-0.119792813690304
O7A_6_03_21,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__3,0.00643,18251,117.43186177,12.2277917147,3.61209197791,578,0.5734564859537990,-6.585854303306220000,-5.260325019587500000,-8.838088147833180000,-7.879746870179320000,-9.660908128659460000,-9.470248695794200000,-10.231162852234300000,-10.290192027615200000,-10.797257397624300000,-10.861431253927100000,-11.836889216216600000,-11.516997658323400000,-12.348348914671100000,-12.282354358635500000,-13.149481975595700000,-12.765387907863300000,-14.168428004630800000,-13.780712455400300000,-14.663504334196100000,-14.198238925891600000,-14.820851466453400000,-14.814557747548700000,-14.824803651990900000,-15.540109243474700000,-14.808774590045100000,-15.727995433768300000,-15.370954095825200000,-15.419126677343400000,-15.764891503319000000,0.499422033862219,-0.0562223839333736,-0.0887448772497011,0.881218204003329,0.326602178264256,-0.124445722151524,0.137390205716269,-0.348851118152797,-0.00736295671565711,0.274326248727484,0.0116297572846354,0.00969975272798015,0.103606337232393,0.0383996908396418,-0.148582524018897
O7A_6_03_22,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,802,5.16028454,2.5632554181,1.35797724455,126,0.5575233542191650,-5.471383047914770000,-5.222113489453620000,-8.436417799618200000,-7.340133071853970000,-10.006889644677900000,-9.184207283006690000,-10.368196672233400000,-10.378315641651300000,-10.939479988773900000,-11.599273351038700000,-11.284225179455300000,-12.949388451870700000,-11.721996006861400000,-13.923291650566700000,-12.089945450657700000,-13.153286567871800000,-12.129724609222500000,-12.947671811071400000,-12.587306648041000000,-13.821183782099100000,-12.350929381135600000,-13.226019265795500000,-14.188171689538000000,-13.938791346555200000,-13.820948963475200000,-12.609420144423400000,-12.864786332845400000,-14.355197877393800000,-17.162875599824900000,0.169121244851452,0.541959129355632,1.32425417515092,0.218601453572649,-0.662199336196586,0.922937887656412,0.561913650063868,-0.375099210626246,0.3064750669445,0.27205283411089,0.0491020682860637,0.00323780123404172,0.111591898124274,-0.00589009333968019,0.0140474278707492
O7A_6_03_23,O7A_6,A,6,Co-genetic,Tb,TYPE I,O7A_6_Tb,O7A_6_TYPE I,Co-genetic_Tb,O7A__1,0.00643,1475,9.49054825,3.47616762155,1.79749765089,191,0.5364445408044240,-6.147806096768840000,-5.050840404487120000,-8.917633145469170000,-7.157619577544710000,-10.578049150395100000,-8.855402622182790000,-10.996079976611200000,-10.240001967683000000,-12.588890480181400000,-11.047121903358600000,-12.496408619765700000,-11.858473595691500000,-12.802752589036600000,-12.124682766896200000,-11.782037104877900000,-13.406192913234300000,-13.987095335882100000,-13.516850260717700000,-14.175461725279700000,-13.616152051259800000,-14.146028206456200000,-14.475172935215700000,-15.349417051797900000,-13.891839078437900000,-14.863801666294600000,-13.764090925634200000,-14.241205467017400000,-14.640837697872200000,-14.912589583306300000,-0.171919668909143,-1.30764656363357,0.229104382789393,-0.178488481526656,0.31663086131598,0.516518700569717,-0.208180947798201,-0.181105252719525,0.0833794010898995,0.0103379540065728,-0.0833514697542696,0.230826995952878,0.00266859715926081,-0.286639806614694,0.382938739378499
